Base,Protein,Sauce,Spice Level,Price,Is_Vegan,Is_Vegetarian,item_info
Crinkle Fries,Potato,Tandoori,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Tandoori (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Aioli,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Aioli (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Aioli,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Aioli (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Aioli,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Aioli (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Aioli,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Aioli (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Cheesy Muhammara,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Cheesy Muhammara (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Cheesy Muhammara,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Cheesy Muhammara (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Cheesy Muhammara,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Cheesy Muhammara (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,Potato,Cheesy Muhammara,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with Potato Topping, Cheesy Muhammara (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with seasoned potato bites, golden and comforting.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Afghani Butter,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Afghani Butter (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Afghani Butter,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Afghani Butter (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Afghani Butter,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Afghani Butter (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Afghani Butter,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Afghani Butter (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Pindi,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Pindi (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 1. Vegan. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Pindi,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Pindi (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 2. Vegan. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Pindi,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Pindi (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 3. Vegan. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Pindi,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Pindi (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Vegan. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Tandoori,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Tandoori (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Tandoori,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Tandoori (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Tandoori,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Tandoori (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Tandoori,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Tandoori (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Aioli,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Aioli (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Aioli,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Aioli (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Aioli,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Aioli (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Aioli,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Aioli (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Cheesy Muhammara,Level 1,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Cheesy Muhammara (Level 1) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Cheesy Muhammara,Level 2,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Cheesy Muhammara (Level 2) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Cheesy Muhammara,Level 3,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Cheesy Muhammara (Level 3) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Crinkle Fries,,Cheesy Muhammara,Level 4,16.990000000000002,No,Yes,"Name: Crinkle Fries with No Topping, Cheesy Muhammara (Level 4) + Cheese.Description: Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Afghani Butter,Level 1,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Afghani Butter,Level 2,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Afghani Butter,Level 3,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Afghani Butter,Level 4,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Pindi,Level 1,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Pindi (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Pindi,Level 2,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Pindi (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Pindi,Level 3,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Pindi (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Pindi,Level 4,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Pindi (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Tandoori,Level 1,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Tandoori (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Tandoori,Level 2,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Tandoori (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Tandoori,Level 3,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Tandoori (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Tandoori,Level 4,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Tandoori (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Aioli,Level 1,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Aioli (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Aioli,Level 2,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Aioli (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Aioli,Level 3,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Aioli (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Aioli,Level 4,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Aioli (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 1,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 2,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 3,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 4,16.990000000000002,No,Yes,"Name: Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Vegetarian. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Afghani Butter,Level 1,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Afghani Butter,Level 2,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Afghani Butter,Level 3,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Afghani Butter,Level 4,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Pindi,Level 1,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Pindi (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 1. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Pindi,Level 2,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Pindi (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 2. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Pindi,Level 3,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Pindi (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 3. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Pindi,Level 4,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Pindi (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Tandoori,Level 1,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Tandoori (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Tandoori,Level 2,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Tandoori (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Tandoori,Level 3,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Tandoori (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Tandoori,Level 4,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Tandoori (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Aioli,Level 1,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Aioli (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Aioli,Level 2,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Aioli (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Aioli,Level 3,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Aioli (Level 3) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Aioli,Level 4,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Aioli (Level 4) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Cheesy Muhammara,Level 1,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Cheesy Muhammara (Level 1) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Contains meat. Finished with a generous topping of gooey, melted cheese."
Extra Crispy Fries,Chicken,Cheesy Muhammara,Level 2,16.990000000000002,No,No,"Name: Extra Crispy Fries with Chicken Topping, Cheesy Muhammara (Level 2) + Cheese.Description: Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Contains meat. Finished with a generous topping of gooey, melted cheese."
