Item Name,Base,Protein,Sauce,Spice Level,Price,Is_Vegan,Is_Vegetarian,Description
"Potato Burger with Cheddar, Cheesy Muhammara (Level 4)",Burger,Potato,Cheesy Muhammara,Level 4,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Cheddar cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Afghani Butter (Level 1)",Burger,Potato,Afghani Butter,Level 1,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Afghani Butter (Level 2)",Burger,Potato,Afghani Butter,Level 2,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Afghani Butter (Level 3)",Burger,Potato,Afghani Butter,Level 3,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Afghani Butter (Level 4)",Burger,Potato,Afghani Butter,Level 4,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Pindi (Level 1)",Burger,Potato,Pindi,Level 1,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Pindi (Level 2)",Burger,Potato,Pindi,Level 2,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Pindi (Level 3)",Burger,Potato,Pindi,Level 3,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Pindi (Level 4)",Burger,Potato,Pindi,Level 4,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Tandoori (Level 1)",Burger,Potato,Tandoori,Level 1,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Tandoori (Level 2)",Burger,Potato,Tandoori,Level 2,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Tandoori (Level 3)",Burger,Potato,Tandoori,Level 3,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Tandoori (Level 4)",Burger,Potato,Tandoori,Level 4,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Aioli (Level 1)",Burger,Potato,Aioli,Level 1,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Aioli (Level 2)",Burger,Potato,Aioli,Level 2,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Aioli (Level 3)",Burger,Potato,Aioli,Level 3,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Aioli (Level 4)",Burger,Potato,Aioli,Level 4,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Cheesy Muhammara (Level 1)",Burger,Potato,Cheesy Muhammara,Level 1,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Cheesy Muhammara (Level 2)",Burger,Potato,Cheesy Muhammara,Level 2,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Cheesy Muhammara (Level 3)",Burger,Potato,Cheesy Muhammara,Level 3,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Vegetarian."
"Potato Burger with Aussie Jack, Cheesy Muhammara (Level 4)",Burger,Potato,Cheesy Muhammara,Level 4,13.99,No,Yes,"A handcrafted burger featuring a potato patty, topped with Aussie Jack cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Vegetarian."
"Chicken (Fried) Burger with Mozzarella, Afghani Butter (Level 1)",Burger,Chicken,Afghani Butter,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Afghani Butter (Level 2)",Burger,Chicken,Afghani Butter,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Afghani Butter (Level 3)",Burger,Chicken,Afghani Butter,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Afghani Butter (Level 4)",Burger,Chicken,Afghani Butter,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Pindi (Level 1)",Burger,Chicken,Pindi,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Pindi (Level 2)",Burger,Chicken,Pindi,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Pindi (Level 3)",Burger,Chicken,Pindi,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Pindi (Level 4)",Burger,Chicken,Pindi,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Tandoori (Level 1)",Burger,Chicken,Tandoori,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Tandoori (Level 2)",Burger,Chicken,Tandoori,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Tandoori (Level 3)",Burger,Chicken,Tandoori,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Tandoori (Level 4)",Burger,Chicken,Tandoori,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Aioli (Level 1)",Burger,Chicken,Aioli,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Aioli (Level 2)",Burger,Chicken,Aioli,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Aioli (Level 3)",Burger,Chicken,Aioli,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Aioli (Level 4)",Burger,Chicken,Aioli,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Cheesy Muhammara (Level 1)",Burger,Chicken,Cheesy Muhammara,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Cheesy Muhammara (Level 2)",Burger,Chicken,Cheesy Muhammara,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Cheesy Muhammara (Level 3)",Burger,Chicken,Cheesy Muhammara,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Mozzarella, Cheesy Muhammara (Level 4)",Burger,Chicken,Cheesy Muhammara,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Mozzarella cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Afghani Butter (Level 1)",Burger,Chicken,Afghani Butter,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Afghani Butter (Level 2)",Burger,Chicken,Afghani Butter,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Afghani Butter (Level 3)",Burger,Chicken,Afghani Butter,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Afghani Butter (Level 4)",Burger,Chicken,Afghani Butter,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Pindi (Level 1)",Burger,Chicken,Pindi,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Pindi (Level 2)",Burger,Chicken,Pindi,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Pindi (Level 3)",Burger,Chicken,Pindi,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Pindi (Level 4)",Burger,Chicken,Pindi,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Pindi sauce (A tangy, spiced chickpea sauce slow-cooked in Punjabi masalas. Medium heat, earthy and robust. (Vegan)), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Tandoori (Level 1)",Burger,Chicken,Tandoori,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Tandoori (Level 2)",Burger,Chicken,Tandoori,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Tandoori (Level 3)",Burger,Chicken,Tandoori,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Tandoori (Level 4)",Burger,Chicken,Tandoori,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Tandoori sauce (A smoky yogurt-marinade sauce with classic tandoori spices. Medium heat and aromatic.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Aioli (Level 1)",Burger,Chicken,Aioli,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Aioli (Level 2)",Burger,Chicken,Aioli,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Aioli (Level 3)",Burger,Chicken,Aioli,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Aioli (Level 4)",Burger,Chicken,Aioli,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Aioli sauce (A bright garlic aioli with fresh kale and mint. Mild and refreshing, contains eggs.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Cheesy Muhammara (Level 1)",Burger,Chicken,Cheesy Muhammara,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Cheesy Muhammara (Level 2)",Burger,Chicken,Cheesy Muhammara,Level 2,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 2. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Cheesy Muhammara (Level 3)",Burger,Chicken,Cheesy Muhammara,Level 3,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 3. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Cheddar, Cheesy Muhammara (Level 4)",Burger,Chicken,Cheesy Muhammara,Level 4,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Cheddar cheese and our signature Cheesy Muhammara sauce (A smoky roasted red pepper and walnut dip with pomegranate, rich and creamy. Mild, contains dairy and nuts.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 4. Served in a toasted bun.  Contains meat."
"Chicken (Fried) Burger with Aussie Jack, Afghani Butter (Level 1)",Burger,Chicken,Afghani Butter,Level 1,13.99,No,No,"A handcrafted burger featuring a chicken (fried) patty, topped with Aussie Jack cheese and our signature Afghani Butter sauce (A rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious.), with all six fresh veggies: Lettuce, Onion, Bell Pepper, Tomato, Jalapeños, Pickles. Spice Level: Level 1. Served in a toasted bun.  Contains meat."
